Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Total_active_power,Avg_Sub1,Avg_Sub2,Avg_Sub3,Total_active_power_next,month,quarter,year,is_month_end,total_sub_ratio,sub1_to_total,sub2_to_total,sub3_to_total,total_lag_1,Avg_Sub1_lag_1,Avg_Sub2_lag_1,Avg_Sub3_lag_1,total_lag_2,Avg_Sub1_lag_2,Avg_Sub2_lag_2,Avg_Sub3_lag_2,total_lag_3,Avg_Sub1_lag_3,Avg_Sub2_lag_3,Avg_Sub3_lag_3,total_lag_12,Avg_Sub1_lag_12,Avg_Sub2_lag_12,Avg_Sub3_lag_12,total_ma_3,total_ma_6,total_ma_12,sin_month,cos_month,target
2008-10-31,50771.237,4726.92,10728221.8,214281.2,44093.0,63292.5,276639.5,50771.237,1422.3548387096773,2041.6935483870968,8923.854838709678,59937.015,10,4,2008,1,4.098452827289857,0.028014973098049144,0.04021358684617231,0.17576595265365857,42667.792,1745.8666666666666,1486.3333333333333,9476.066666666668,12344.277,124.93548387096774,718.1935483870968,2570.3870967741937,35478.298,1526.225806451613,1432.774193548387,7329.935483870968,49281.414,1394.1290322580646,2836.8387096774195,8260.645161290322,30163.455666666665,37894.987166666666,47940.25908333333,-0.8660254037844386,0.5000000000000001,59937.015
2008-11-30,59937.015,4379.756,10393316.99,253432.4,58067.0,55926.5,280700.5,59937.015,1935.5666666666666,1864.2166666666667,9356.683333333332,56969.481999999996,11,4,2008,1,4.55570758612998,0.03229334438271019,0.03110292807652611,0.15610859722215617,50771.237,1422.3548387096773,2041.6935483870968,8923.854838709678,42667.792,1745.8666666666666,1486.3333333333333,9476.066666666668,12344.277,124.93548387096774,718.1935483870968,2570.3870967741937,55922.096,1694.15,2455.5333333333333,9990.183333333332,35261.102000000006,38321.861333333334,48064.411,-0.5000000000000004,0.8660254037844384,56969.481999999996
2008-12-31,56969.481999999996,4088.0480000000002,10851145.395,236993.5,45108.5,39459.0,308729.0,56969.481999999996,1455.1129032258063,1272.8709677419354,9959.0,62955.305,12,4,2008,1,4.4903881473646114,0.025541971809148738,0.022343032147315915,0.1748128936822701,59937.015,1935.5666666666666,1864.2166666666667,9356.683333333332,50771.237,1422.3548387096773,2041.6935483870968,8923.854838709678,42667.792,1745.8666666666666,1486.3333333333333,9476.066666666668,72605.6,2390.0,2675.1935483870966,11691.064516129032,51125.348,40690.5515,48398.987583333335,-2.4492935982947064e-16,1.0,62955.305
2009-01-31,62955.305,4396.628,10882919.95,261923.0,74652.5,72952.0,329621.5,62955.305,2408.1451612903224,2353.2903225806454,10632.951612903225,50277.602,1,1,2009,1,4.08949733459616,0.03825166380006137,0.03738033391436425,0.16889683264822916,56969.481999999996,1455.1129032258063,1272.8709677419354,9959.0,59937.015,1935.5666666666666,1864.2166666666667,9356.683333333332,50771.237,1422.3548387096773,2041.6935483870968,8923.854838709678,65173.831,1992.3064516129032,2029.4354838709678,10070.693548387097,55892.578,43028.016833333335,47095.97775,0.49999999999999994,0.8660254037844387,50277.602
2009-02-28,50277.602,3866.932,9773670.72,209585.4,47098.0,50696.0,296200.0,50277.602,1682.0714285714287,1810.5714285714287,10578.57142857143,54767.274,2,1,2009,1,3.5730819657151884,0.03345568129067549,0.03601149133109866,0.21040326124884456,62955.305,2408.1451612903224,2353.2903225806454,10632.951612903225,56969.481999999996,1455.1129032258063,1272.8709677419354,9959.0,59937.015,1935.5666666666666,1864.2166666666667,9356.683333333332,49338.049,1387.1896551724137,1953.3103448275863,8826.51724137931,59953.934,47607.518000000004,46911.10058333334,0.8660254037844386,0.5000000000000001,54767.274
2009-03-31,54767.274,4657.842,10816432.08,229874.1,64691.0,48427.5,328733.0,54767.274,2086.8064516129034,1562.1774193548388,10604.290322580646,49276.744,3,1,2009,1,3.842434605291569,0.0381031645214422,0.028523921408884417,0.19362457811175057,50277.602,1682.0714285714287,1810.5714285714287,10578.57142857143,62955.305,2408.1451612903224,2353.2903225806454,10632.951612903225,56969.481999999996,1455.1129032258063,1272.8709677419354,9959.0,55592.196,2035.8064516129032,2557.3387096774195,9022.193548387097,56734.12966666667,53929.73883333334,46989.39666666667,1.0,6.123233995736766e-17,49276.744
2009-04-30,49276.744,5315.136,10438556.94,208070.4,54506.0,52601.0,307840.0,49276.744,1816.8666666666666,1753.3666666666666,10261.333333333334,45212.469,4,2,2009,1,3.5626292514465443,0.03687067202870926,0.03558203169159607,0.20823886686452608,54767.274,2086.8064516129034,1562.1774193548388,10604.290322580646,50277.602,1682.0714285714287,1810.5714285714287,10578.57142857143,62955.305,2408.1451612903224,2353.2903225806454,10632.951612903225,48209.992,1569.3333333333333,2362.366666666667,9855.933333333332,56000.06033333333,55946.31916666666,46920.65316666666,0.8660254037844387,-0.4999999999999998,45212.469
2009-05-31,45212.469,5338.508,10718890.095,191955.7,43570.0,50103.5,311052.0,45212.469,1405.483870967742,1616.241935483871,10033.935483870968,37676.535,5,2,2009,1,3.4630546852125437,0.031086200379097678,0.035747703481618556,0.2219285012696601,49276.744,1816.8666666666666,1753.3666666666666,10261.333333333334,54767.274,2086.8064516129034,1562.1774193548388,10604.290322580646,50277.602,1682.0714285714287,1810.5714285714287,10578.57142857143,45724.874,1712.3870967741937,1900.3225806451612,9374.90322580645,51440.54,55697.236999999994,47009.54916666667,0.49999999999999994,-0.8660254037844387,37676.535
2009-06-30,37676.535,5935.165,10409457.25,161118.2,31362.0,31453.5,302934.0,37676.535,1045.4,1048.45,10097.8,27596.052,6,2,2009,1,3.0903556942661328,0.027746712907649282,0.027827665150205558,0.2680129688146747,45212.469,1405.483870967742,1616.241935483871,10033.935483870968,49276.744,1816.8666666666666,1753.3666666666666,10261.333333333334,54767.274,2086.8064516129034,1562.1774193548388,10604.290322580646,42944.69,2290.9333333333334,2114.983333333333,9670.116666666667,49752.162333333334,53243.146,46966.848750000005,1.2246467991473532e-16,-1.0,27596.052
2009-07-31,27596.052,7488.898,10803675.51,121000.0,18226.0,42528.0,187938.0,27596.052,587.9354838709677,1371.8709677419354,6062.5161290322585,29292.917,7,3,2009,1,3.4399080469013454,0.02130505783475722,0.04971258090620845,0.21968780639463423,37676.535,1045.4,1048.45,10097.8,45212.469,1405.483870967742,1616.241935483871,10033.935483870968,49276.744,1816.8666666666666,1753.3666666666666,10261.333333333334,35478.298,1526.225806451613,1432.774193548387,7329.935483870968,44055.24933333333,50027.654833333334,46527.83583333334,-0.4999999999999997,-0.8660254037844388,29292.917
2009-08-31,29292.917,8347.679,10771013.0,129371.9,34023.0,38217.0,192509.5,29292.917,1097.516129032258,1232.8064516129032,6209.9838709677415,42633.622,8,3,2009,1,3.429960876224467,0.03746694564533324,0.042085479285415756,0.21199609007760276,27596.052,587.9354838709677,1371.8709677419354,6062.5161290322585,37676.535,1045.4,1048.45,10097.8,45212.469,1405.483870967742,1616.241935483871,10033.935483870968,12344.277,124.93548387096774,718.1935483870968,2570.3870967741937,36828.352,44134.445999999996,45870.981999999996,-0.8660254037844384,-0.5000000000000004,42633.622
2009-09-30,42633.622,6648.543,10417525.25,181998.1,51602.0,46144.0,296612.5,42633.622,1720.0666666666666,1538.1333333333334,9887.083333333334,51089.307,9,3,2009,1,3.2432638322744163,0.040345309311666425,0.03607794180220797,0.23190812484412732,29292.917,1097.516129032258,1232.8064516129032,6209.9838709677415,27596.052,587.9354838709677,1371.8709677419354,6062.5161290322585,37676.535,1045.4,1048.45,10097.8,42667.792,1745.8666666666666,1486.3333333333333,9476.066666666668,31521.834666666666,40636.998499999994,47283.36866666667,-1.0,-1.8369701987210297e-16,51089.307
2009-10-31,51089.307,5866.723,10753514.05,215105.8,54728.0,53729.0,327505.5,51089.307,1765.4193548387098,1733.1935483870968,10564.693548387097,55070.367,10,4,2009,1,3.6328090535309543,0.034555554939093416,0.03392478094069855,0.20678874247378412,42633.622,1720.0666666666666,1538.1333333333334,9887.083333333334,29292.917,1097.516129032258,1232.8064516129032,6209.9838709677415,27596.052,587.9354838709677,1371.8709677419354,6062.5161290322585,50771.237,1422.3548387096773,2041.6935483870968,8923.854838709678,33174.197,38614.72316666667,47280.521166666666,-0.8660254037844386,0.5000000000000001,55070.367
2009-11-30,55070.367,5473.982,10452091.37,230432.3,60446.0,53473.0,335547.5,55070.367,2014.8666666666666,1782.4333333333334,11184.916666666666,60909.884,11,4,2009,1,3.6757155650087134,0.03658712982004762,0.03236646912727735,0.20310227216511317,51089.307,1765.4193548387098,1733.1935483870968,10564.693548387097,42633.622,1720.0666666666666,1538.1333333333334,9887.083333333334,29292.917,1097.516129032258,1232.8064516129032,6209.9838709677415,59937.015,1935.5666666666666,1864.2166666666667,9356.683333333332,41005.282,38916.817,47307.027,-0.5000000000000004,0.8660254037844384,60909.884
2009-12-31,60909.884,5792.412,10895828.43,252750.4,57801.0,53492.0,383945.0,60909.884,1864.5483870967741,1725.5483870967741,12385.322580645161,64880.192,12,4,2009,1,3.812725202831746,0.03061158985455914,0.02832953001678306,0.20333846934670177,55070.367,2014.8666666666666,1782.4333333333334,11184.916666666666,51089.307,1765.4193548387098,1733.1935483870968,10564.693548387097,42633.622,1720.0666666666666,1538.1333333333334,9887.083333333334,56969.481999999996,1455.1129032258063,1272.8709677419354,9959.0,49597.76533333334,40559.799999999996,46901.473,-2.4492935982947064e-16,1.0,64880.192
2010-01-31,64880.192,5547.036,10872755.935,269040.4,57016.0,59697.0,425674.0,64880.192,1839.225806451613,1925.7096774193549,13731.41935483871,55476.99,1,1,2010,1,3.7082119446077964,0.028348032731648095,0.02968101076857718,0.21164270529345397,60909.884,1864.5483870967741,1725.5483870967741,12385.322580645161,55070.367,2014.8666666666666,1782.4333333333334,11184.916666666666,51089.307,1765.4193548387098,1733.1935483870968,10564.693548387097,62955.305,2408.1451612903224,2353.2903225806454,10632.951612903225,55689.852666666666,44432.02483333333,47229.83983333333,0.49999999999999994,0.8660254037844387,55476.99
2010-02-28,55476.99,4130.424,9771468.125,230469.5,49269.5,53591.5,411731.0,55476.99,1759.625,1913.982142857143,14704.67857142857,49785.606,2,1,2010,1,3.0186161463839154,0.0317181051098843,0.034500468443892554,0.2650590555008224,64880.192,1839.225806451613,1925.7096774193549,13731.41935483871,60909.884,1864.5483870967741,1725.5483870967741,12385.322580645161,55070.367,2014.8666666666666,1782.4333333333334,11184.916666666666,50277.602,1682.0714285714287,1810.5714285714287,10578.57142857143,60286.814333333336,50646.04816666667,47390.24708333333,0.8660254037844386,0.5000000000000001,49785.606
2010-03-31,49785.606,5967.465,10803847.44,208659.5,35089.0,62899.0,325365.5,49785.606,1131.9032258064517,2029.0,10495.661290322581,44378.495,3,1,2010,1,3.6455439390485456,0.02273555183412755,0.040754751483792324,0.21081718459593685,55476.99,1759.625,1913.982142857143,14704.67857142857,64880.192,1839.225806451613,1925.7096774193549,13731.41935483871,60909.884,1864.5483870967741,1725.5483870967741,12385.322580645161,54767.274,2086.8064516129034,1562.1774193548388,10604.290322580646,60422.35533333333,55010.06033333333,47823.529416666664,1.0,6.123233995736766e-17,44378.495
2010-04-30,44378.495,5393.465,10445014.63,185981.7,38196.0,36476.0,336092.0,44378.495,1273.2,1215.8666666666666,11203.066666666668,48894.092,4,2,2010,1,3.2411673126174403,0.028689571379110535,0.027397654351880713,0.2524435915789093,49785.606,1131.9032258064517,2029.0,10495.661290322581,55476.99,1759.625,1913.982142857143,14704.67857142857,64880.192,1839.225806451613,1925.7096774193549,13731.41935483871,49276.744,1816.8666666666666,1753.3666666666666,10261.333333333334,56714.26266666667,56202.05766666667,47408.39041666667,0.8660254037844387,-0.4999999999999998,48894.092
2010-05-31,48894.092,5454.431,10730083.325,206724.4,48108.5,52376.0,364625.5,48894.092,1551.8870967741937,1689.5483870967741,11762.112903225807,41888.03,5,2,2010,1,3.25883522607553,0.03173976718443189,0.034555266658736074,0.24056307054901044,44378.495,1273.2,1215.8666666666666,11203.066666666668,49785.606,1131.9032258064517,2029.0,10495.661290322581,55476.99,1759.625,1913.982142857143,14704.67857142857,45212.469,1405.483870967742,1616.241935483871,10033.935483870968,49880.36366666667,55083.589,47000.203,0.49999999999999994,-0.8660254037844387,41888.03
2010-06-30,41888.03,6485.325,10404369.115,180113.4,65747.0,47683.0,306950.0,41888.03,2191.5666666666666,1589.4333333333334,10231.666666666666,32190.403,6,2,2010,1,2.9892975403206408,0.052319640400053824,0.037944809849814694,0.2442623027787811,48894.092,1551.8870967741937,1689.5483870967741,11762.112903225807,44378.495,1273.2,1215.8666666666666,11203.066666666668,49785.606,1131.9032258064517,2029.0,10495.661290322581,37676.535,1045.4,1048.45,10097.8,47686.064333333336,54054.209833333334,47307.004916666665,1.2246467991473532e-16,-1.0,32190.403
2010-07-31,32190.403,7386.89,10738059.52,139767.6,17704.0,34359.0,192912.5,32190.403,571.0967741935484,1108.3548387096773,6222.9838709677415,27739.654,7,3,2010,1,4.073478747874736,0.017741212317023445,0.03443121972439044,0.19331798582850118,41888.03,2191.5666666666666,1589.4333333333334,10231.666666666666,48894.092,1551.8870967741937,1689.5483870967741,11762.112903225807,44378.495,1273.2,1215.8666666666666,11203.066666666668,27596.052,587.9354838709677,1371.8709677419354,6062.5161290322585,45053.539,50883.900833333326,47657.96283333333,-0.4999999999999997,-0.8660254037844388,27739.654
2010-08-31,27739.654,5497.45,10768800.06,119780.4,12499.0,34209.0,167415.0,27739.654,403.19354838709677,1103.516129032258,5400.4838709677415,42813.778,8,3,2010,1,4.016052801427159,0.014534916274986587,0.039781178562366286,0.19468461542338422,32190.403,571.0967741935484,1108.3548387096773,6222.9838709677415,41888.03,2191.5666666666666,1589.4333333333334,10231.666666666666,48894.092,1551.8870967741937,1689.5483870967741,11762.112903225807,29292.917,1097.516129032258,1232.8064516129032,6209.9838709677415,40990.84166666667,45435.60266666667,48040.82541666667,-0.8660254037844384,-0.5000000000000004,42813.778
2010-09-30,42813.778,4899.35,10406736.7,181628.8,36865.0,32508.0,307612.5,42813.778,1228.8333333333333,1083.6,10253.75,51934.71,9,3,2010,1,3.4070629772232346,0.028701819618285808,0.025309609443950495,0.23949650040227705,27739.654,403.19354838709677,1103.516129032258,5400.4838709677415,32190.403,571.0967741935484,1108.3548387096773,6222.9838709677415,41888.03,2191.5666666666666,1589.4333333333334,10231.666666666666,42633.622,1720.0666666666666,1538.1333333333334,9887.083333333334,33939.36233333333,40812.71333333333,47911.38683333333,-1.0,-1.8369701987210297e-16,
